# locale=zh	language=Simplified Chinese	source=D:\soft\Steam\steamapps\common\Crimson Desert\Save Editor\locale\names_zh.json
# item_key	category	current_language_name	english_name	internal_name	slotType	inventoryCategory
101098	Helmet	奥芬伯板金头盔	Offenberg Plate Helm	Ophenber_PlateArmor_Helm	4	1
101101	Helmet	阿夏德板金头盔	Ashad Plate Helm	Ashad_PlateArmor_Helm	4	1
101102	Helmet	索拉斯板金头盔	Solas Plate Helm	Solas_PlateArmor_Helm	4	1
101105	Helmet	乌利希板金头盔	Ulrich Plate Helm	Ulrich_PlateArmor_Helm	4	1
101109	Helmet	法伊扎尔骨雕头盔	Paizel Bone Helm	Paijal_PlateArmor_Helm	4	1
101111	Helmet	无脸之人板金头盔	The Faceless's Plate Helm	Arghai_PlateArmor_Helm	4	1
101112	Helmet	拜乌尔板金头盔	Bayer Plate Helm	Bayur_PlateArmor_Helm	4	1
101113	Helmet	博尔甘板金头盔	Bolgan Plate Helm	Volghan_PlateArmor_Helm	4	1
101114	Helmet	德尔内特板金头盔	Dernat Plate Helm	Dernat_PlateArmor_Helm	4	1
101115	Helmet	东戈比板金头盔	Dondegobi Plate Helm	Dongdegobi_PlateArmor_Helm	4	1
101117	Helmet	北方战士的板金头盔	Northern Fighter's Plate Helm	Tarbal_PlateArmor_Helm	4	1
101120	Helmet	卡西尼恩板金头盔	Casinian Plate Helm	Casinian_PlateArmor_Helm	4	1
101122	Helmet	坎塔板金头盔	Canta Plate Helm	Luknian_PlateArmor_Helm	4	1
101125	Helmet	塔尼温板金头盔	Tanion Plate Helm	Tanion_PlateArmor_Helm	4	1
101135	Helmet	安特拉板金头盔	Antra Plate Helm	Antra_PlateArmor_Helm	4	1
101136	Helmet	拉腾塔板金头盔	Laterna Plate Helm	Latenta_PlateArmor_Helm	4	1
101137	Helmet	杰克塔尔板金头盔	Zachar Plate Helm	Jacktar_PlateArmor_Helm	4	1
101138	Helmet	不屈战士的板金头盔	Unyielding Warrior's Plate Helm	Tarchet_PlateArmor_Helm	4	1
101139	Helmet	塔尔提板金头盔	Tartry Plate Helm	Tartti_PlateArmor_Helm	4	1
101141	Helmet	拉普茨板金头盔	Rapps Plate Helm	Rhapts_PlateArmor_Helm	4	1
101142	Helmet	巴伊科尼奥板金头盔	Biconio Plate Helm	Bicornio_PlateArmor_Helm	4	1
101148	Helmet	库鲁亚板金头盔	Kurua Plate Helm	Kurua_PlateArmor_Helm	4	1
102002	Helmet	纳胡锁链头盔	Nahu Chain Coif	Nahu_ChainMail_Helm	4	1
102003	Helmet	卡达隆锁链头盔	Kadallon Chain Coif	Cadwallon_ChainMail_Helm	4	1
102004	Helmet	泰兰板金头盔	Tailan Plate Helm	Tyran_PlateArmor_Helm	4	1
103005	Helmet	内文布头巾	Nevin Cloth Bandana	Hailbrin_Fabric_Helm	4	1
103010	Helmet	蕾恩泰茵板金头盔	Leontyne Plate Helm	Leontain_PlateArmor_Helm	4	1
103023	Helmet	失落王国的皮制头盔	Leather Helm of the Fallen Kingdom	Deer_King_Leather_Helm	4	1
103029	Helmet	斯图姆板金头盔	Schtump Plate Helm	Duratti_PlateArmor_Helm	4	1
103033	Helmet	梅尔文皮制头盔	Melvin Leather Helm	Melvin_Leather_Helm	4	1
103035	Helmet	友谊信念头盔	Helm of Loyal Friendship	Tesslit_Leather_Helm	4	1
103036	Helmet	隆戴尔皮制头盔	Rondel Leather Helm	Londel_Leather_Helm	4	1
103041	Helmet	拉克鲁尼亚斯皮制头盔	Lacrunias Leather Helm	Lacrunias_Leather_Helm	4	1
103047	Helmet	卢科内克皮制头盔	Rueconec Leather Helm	Luconek_Leather_Helm	4	1
103049	Helmet	阿伽塔皮制头盔	Agatha Leather Helm	Argatah_Leather_Helm	4	1
103057	Helmet	丁菲尔德皮制头盔	Dimfeld Leather Helm	Dimfeld_Leather_Helm	4	1
103060	Helmet	达彼得皮制头盔	Daveed Leather Helm	David_Leather_Helm	4	1
103065	Helmet	鲁提纳斯皮制头盔	Lutinas Leather Helm	Lutinas_Leather_Helm	4	1
103070	Helmet	拉尼比德皮制头盔	Lanweiter Leather Helm	Ranibider_Leather_Helm	4	1
103088	Helmet	乌尔塔林皮制头盔	Uphren Leather Helm	Ultarine_Leather_Helm	4	1
103094	Helmet	阿肯皮制头盔	Arkhan Leather Helm	Ledcy_Leather_Helm	4	1
103096	Helmet	里德安皮制头盔	Ledan Leather Helm	Leadahn_Leather_Helm	4	1
103104	Helmet	德克切皮制头盔	Dekter Leather Helm	Dekcher_Leather_Helm	4	1
103105	Helmet	谢勒斯皮制头盔	Shellus Leather Helm	Shellus_Leather_Helm	4	1
103112	Helmet	斯科拉斯敦学者服帽子	Scholastone Cap	Huroi_Leather_Helm	4	1
104014	Helmet	博尔因布制头盔	Bollin Cloth Cap	Volruin_Fabric_Helm	4	1
104015	Helmet	拉德因布制头盔	Radein Cloth Cap	Lardein_Fabric_Helm	4	1
104028	Helmet	卢科内克布制头盔	Rueconec Cloth Cap	Luconek_Fabric_Helm	4	1
104030	Helmet	阿伽塔布制头盔	Agatha Cloth Cap	Argatah_Fabric_Helm	4	1
104048	Helmet	拜丹布制发带	Baidan Cloth Headband	Baidan_Fabric_Helm	4	1
104053	Helmet	卡尔普利斯布制头盔	Calprise Cloth Cap	Calpris_Fabric_Helm	4	1
104056	Helmet	里克马布制发带	Rigma Cloth Headband	Rikkmah_Fabric_Helm	4	1
104073	Helmet	拉比德布制头盔	Raveed Cloth Cap	Rabbid_Fabric_Helm	4	1
104074	Helmet	德比德布制头盔	Duvidet Hoops	Devidhe_Fabric_Helm	4	1
104079	Helmet	斯科比布制发带	Scobby Cloth Headband	Scovi_Fabric_Helm	4	1
104083	Helmet	皮奥尔布制头盔	Fiore Cloth Cap	Fiore_Fabric_Helm	4	1
104084	Helmet	阿塔拉姆布制头盔	Ataram Cloth Cap	Ataram_Fabric_Helm	4	1
104089	Helmet	高拉布制头盔	Gaurra Cloth Cap	Gaurah_Fabric_Helm	4	1
104090	Helmet	杰尔密尔布制发带	Jermill Cloth Headband	Jermill_Fabric_Helm	4	1
104093	Helmet	托尔本布制头盔	Torben Cloth Cap	Torben_Fabric_Helm	4	1
104096	Helmet	乌尔曼布制头盔	Ulman Cloth Cap	Ulman_Fabric_Helm	4	1
104105	Helmet	拉赫尔姆布制发带	Rahelm Cloth Headband	Rahelm_Fabric_Helm	4	1
104106	Helmet	火焰飞龙团布制头盔	Wyvernflame Cloth Helm	Sirius_Barley_Fabric_Helm	4	1
104107	Helmet	穆西娅布制头盔	Muchia Cloth Cap	Muchia_Fabric_Helm	4	1
104118	Helmet	罗金顿布制头盔	Rockington Cloth Cap	Raukington_Fabric_Helm	4	1
104120	Helmet	达尼德板金头盔	Deland Plate Helm	Danid_PlateArmor_Helm	4	1
104122	Helmet	杜克里斯布制头盔	Ducriss Conical Cap	Dukris_Fabric_Helm	4	1
104130	Helmet	拉西拉斯布制头盔	Lashiras Cowl	Larsiras_Fabric_Helm	4	1
104132	Helmet	暗巷统治者布制头盔	Dark Ringleader's Cloth Helm	Chartian_Fabric_Helm	4	1
104135	Helmet	西安布制头盔	Sian Cloth Cap	Sian_Fabric_Helm	4	1
104136	Helmet	卡拉斯布制发带	Karas Cloth Headband	Karas_Fabric_Helm	4	1
104137	Helmet	拉克里特布制头盔	Larkett Cloth Cap	Larkritt_Fabric_Helm	4	1
104138	Helmet	拉席勒布制头盔	Lashir Cloth Cap	Lashir_Fabric_Helm	4	1
104139	Helmet	德里什布制头盔	Drish Cloth Cap	Derish_Fabric_Helm	4	1
104140	Helmet	特里罗恩布制发带	Triloan Cloth Headband	Triroan_Fabric_Helm	4	1
104143	Helmet	鲁库西布制头盔	Ruckshi Cloth Cap	Luekushi_Fabric_Helm	4	1
104144	Helmet	利特里安布制头盔	Rhytrian Cloth Cap	Rhytrian_Fabric_Helm	4	1
104148	Helmet	伽德里什布制头盔	Gadereich Cloth Cap	Gadherish_Fabric_Helm	4	1
104149	Helmet	鲁丁布制头盔	Ludynn Cloth Cap	Ludynn_Fabric_Helm	4	1
104150	Helmet	马克布制头盔	Marc Cloth Headband	Mark_Fabric_Helm	4	1
104151	Helmet	哈柯布制头盔	Harker Cloth Cap	Harker_Fabric_Helm	4	1
104154	Helmet	柏伦德布制头盔	Veronde Cloth Cap	Veronde_Fabric_Helm	4	1
104155	Helmet	盖尔坦布制头盔	Ghaltain Cloth Cap	Ghaltain_Fabric_Helm	4	1
104159	Helmet	贝尔吉尔布制头盔	Berghill Cloth Cap	Vergill_Fabric_Helm	4	1
104160	Helmet	梅拉班布制头盔	Meravan Cloth Cap	Meravan_Fabric_Helm	4	1
104161	Helmet	萨利米布制头盔	Salimi Cloth Cap	Salimi_Fabric_Helm	4	1
104165	Helmet	尤泽尔布制头盔	Yuzel Cloth Cap	Yuzel_Fabric_Helm	4	1
104169	Helmet	佩伦帽子	Pailunese Hat	Abidon_Fabric_Helm	4	1
104175	Helmet	小丑皮制面具	Jester Leather Mask	Abyss_Surreal_Wolf_Leather_Helm	4	1
104176	Helmet	兔子皮制面具	Rabbit Leather Mask	Abyss_Surreal_Human_Leather_Helm	4	1
104184	Helmet	龙焰头盔	Dragon Flame Helm	Dragon_Knight_Commander_PlateArmor_Helm	4	1
104185	Helmet	龙骑士的头盔	Dragon Knight's Helm	Dragon_Knight_PlateArmor_Helm	4	1
111005	ChestArmor	霜降诅咒板金盔甲	Frostcursed Plate Armor	king_LostPeople_PlateArmor_Armor	5	1
111010	ChestArmor	审判官的板金盔甲	Inquisitor's Plate Armor	Judge_PlateArmor_Armor	5	1
111039	ChestArmor	塔兰都斯板金盔甲	Tarandus Plate Armor	Tarandus_PlateArmor_Armor	5	1
111040	ChestArmor	埃努斯板金盔甲	Enus Plate Armor	Enus_PlateArmor_Armor	5	1
111050	ChestArmor	灰狼皮制盔甲	Grey Wolf Leather Armor	Mercenary_Leather_Armor	5	1
111086	ChestArmor	博丁板金盔甲	Bodin Plate Armor	Bodin_PlateArmor_Armor	5	1
111087	ChestArmor	布里门板金盔甲	Breemen Plate Armor	Burimen_PlateArmor_Armor	5	1
111098	ChestArmor	贝库尔板金盔甲	Bekur Plate Armor	Becur_PlateArmor_Armor	5	1
111099	ChestArmor	皮兰特板金盔甲	Frente Plate Armor	Pirante_PlateArmor_Armor	5	1
111100	ChestArmor	科林板金盔甲	Corinne Plate Armor	Korean_PlateArmor_Armor	5	1
111101	ChestArmor	塔卡奥板金盔甲	Takao Plate Armor	Takao_PlateArmor_Armor	5	1
111102	ChestArmor	格茨板金盔甲	Gwets Plate Armor	Guts_PlateArmor_Armor	5	1
111103	ChestArmor	阿卡班板金盔甲	Arkhan Plate Armor	Arkhan_PlateArmor_Armor	5	1
111104	ChestArmor	约瑟夫板金盔甲	Yosef Plate Armor	Joseph_PlateArmor_Armor	5	1
111105	ChestArmor	安德烈锁链盔甲	Andre Chain Mail	Andre_ChainMail_Armor	5	1
111106	ChestArmor	阿尔伯特板金盔甲	Albert Plate Armor	Albert_PlateArmor_Armor	5	1
111107	ChestArmor	埃密尔板金盔甲	Emil Plate Armor	Emil_PlateArmor_Armor	5	1
111108	ChestArmor	斯图姆布制盔甲	Schtump Cloth Armor	Schtump_Fabric_Armor	5	1
111109	ChestArmor	斯文布制盔甲	Sven's Cloth Armor	Sven_Fabric_Armor	5	1
111110	ChestArmor	雅科夫布制盔甲	Yakkov Cloth Armor	Jacob_Fabric_Armor	5	1
111111	ChestArmor	埃伦斯特锁链盔甲	Ernst Chain Mail	Ernst_ChainMail_Armor	5	1
111113	ChestArmor	迪特布制盔甲	Ditter Cloth Armor	Ditter_Fabric_Armor	5	1
111115	ChestArmor	雷德曼板金盔甲	Redman Plate Armor	Redman_PlateArmor_Armor	5	1
111116	ChestArmor	修米茨板金盔甲	Schmidt Plate Armor	Schmidt_PlateArmor_Armor	5	1
111128	ChestArmor	杜罗尔板金盔甲	Dreer Plate Armor	Duroar_PlateArmor_Armor	5	1
111129	ChestArmor	罗克奥板金盔甲	Rhogo Plate Armor	Rocko_PlateArmor_Armor	5	1
111130	ChestArmor	洛奇板金盔甲	Roshee Plate Armor	Rochi_PlateArmor_Armor	5	1
111131	ChestArmor	罗蒙德板金盔甲	Romund Plate Armor	Romaned_PlateArmor_Armor	5	1
111132	ChestArmor	瓦尔基德板金盔甲	Valkyder Plate Armor	Valkyder_PlateArmor_Armor	5	1
111133	ChestArmor	基林板金盔甲	Killian Plate Armor	Killeen_PlateArmor_Armor	5	1
111134	ChestArmor	肯摩尔板金盔甲	Kenmore Plate Armor	Kenmore_PlateArmor_Armor	5	1
111135	ChestArmor	金洛克板金盔甲	Kinloch Plate Armor	Kinloch_PlateArmor_Armor	5	1
111136	ChestArmor	拉诺克板金盔甲	Lanauk Plate Armor	Lanok_PlateArmor_Armor	5	1
111137	ChestArmor	斯皮塔尔板金盔甲	Spiddle Plate Armor	Spital_PlateArmor_Armor	5	1
111138	ChestArmor	缪尔板金盔甲	Meyer Plate Armor	Mueo_PlateArmor_Armor	5	1
111139	ChestArmor	埃德塞尔板金盔甲	Edzel Plate Armor	Edzel_PlateArmor_Armor	5	1
111140	ChestArmor	布雷金板金盔甲	Brejin Plate Armor	Brejin_PlateArmor_Armor	5	1
111141	ChestArmor	卡努斯蒂板金盔甲	Canusti Plate Armor	Canusti_PlateArmor_Armor	5	1
111142	ChestArmor	邓迪板金盔甲	Dundree Plate Armor	Dendi_PlateArmor_Armor	5	1
111143	ChestArmor	克雷伊尔板金盔甲	Crail Plate Armor	Crail_PlateArmor_Armor	5	1
111144	ChestArmor	雷文板金盔甲	Levin Plate Armor	Raven_PlateArmor_Armor	5	1
111145	ChestArmor	邓弗林板金盔甲	Dunverline Plate Armor	Dunfermline_PlateArmor_Armor	5	1
111146	ChestArmor	金罗斯板金盔甲	Kinross Plate Armor	Kinross_PlateArmor_Armor	5	1
111147	ChestArmor	德梅尼斯荣誉盔甲	Demeniss Honor Armor	Dallabici_PlateArmor_Armor	5	1
111148	ChestArmor	阿维尼翁布制盔甲	Avignon Cloth Armor	Avignon_Fabric_Armor	5	1
111150	ChestArmor	阿尔盖布制盔甲	Arghai Cloth Armor	Arghai_Fabric_Armor	5	1
111151	ChestArmor	无脸之人布制盔甲	The Faceless's Cloth Armor	Bayur_Fabric_Armor	5	1
111165	ChestArmor	博尔顿板金盔甲	Bolton Plate Armor	Bolton_PlateArmor_Armor	5	1
111166	ChestArmor	布莱克本板金盔甲	Blackburn Plate Armor	Blackburn_PlateArmor_Armor	5	1
111167	ChestArmor	利芬板金盔甲	Reppin Plate Armor	Repen_PlateArmor_Armor	5	1
111168	ChestArmor	阿夏德板金盔甲	Ashad Plate Armor	Ashad_PlateArmor_Armor	5	1
111169	ChestArmor	索拉斯板金盔甲	Solas Plate Armor	Solas_PlateArmor_Armor	5	1
111170	ChestArmor	比弗利板金盔甲	Beverly Plate Armor	Beverly_PlateArmor_Armor	5	1
111186	ChestArmor	利莫里克锁链盔甲	Lemerick Chain Mail	Limerick_ChainMail_Armor	5	1
111187	ChestArmor	洛厄锁链盔甲	Lauer Chain Mail	Lower_ChainMail_Armor	5	1
111188	ChestArmor	赛南板金盔甲	Senon Plate Armor	Senon_PlateArmor_Armor	5	1
111189	ChestArmor	雷博格板金盔甲	Leighbog Plate Armor	Revog_PlateArmor_Armor	5	1
111190	ChestArmor	盖尔本锁链盔甲	Galbon Chain Mail	Galbon_ChainMail_Armor	5	1
111191	ChestArmor	布莉娜板金盔甲	Brina Plate Armor	Brina_PlateArmor_Armor	5	1
111193	ChestArmor	普利板金盔甲	Prix Plate Armor	Fri_PlateArmor_Armor	5	1
111194	ChestArmor	塞罗尔板金盔甲	Serroa Plate Armor	Vertical_PlateArmor_Armor	5	1
111196	ChestArmor	杜提鲁温板金盔甲	Dutiron Plate Armor	Dutyluon_PlateArmor_Armor	5	1
111197	ChestArmor	杜提尼温板金盔甲	Dutinion Plate Armor	Dutinion_PlateArmor_Armor	5	1
111198	ChestArmor	安德尼温板金盔甲	Endnion Plate Armor	Endnion_PlateArmor_Armor	5	1
111199	ChestArmor	达德尼温板金盔甲	Dardnion Plate Armor	Dadnion_PlateArmor_Armor	5	1
111200	ChestArmor	拉博尼温锁链盔甲	Lavgnion Chain Mail	Labonion_ChainMail_Armor	5	1
111201	ChestArmor	卢西昂锁链盔甲	Lucion Chain Mail	Lucion_ChainMail_Armor	5	1
111202	ChestArmor	卢迪温板金盔甲	Ludeon Plate Armor	Rudion_PlateArmor_Armor	5	1
111203	ChestArmor	塞鲁温板金盔甲	Cerruan Plate Armor	Ceruon_PlateArmor_Armor	5	1
111204	ChestArmor	梅温板金盔甲	Mahon Plate Armor	Mayon_PlateArmor_Armor	5	1
111205	ChestArmor	卡利班板金盔甲	Caliburn's Plate Armor	Caliburn_PlateArmor_Armor	5	1
111210	ChestArmor	友谊信念盔甲	Armor of Loyal Friendship	Delesian_Friend_PlateArmor_Armor	5	1
111214	ChestArmor	卡尔塔板金盔甲	Carta Plate Armor	Carta_PlateArmor_Armor	5	1
111217	ChestArmor	卢瓦耶特板金盔甲	Ruwaite Plate Armor	Luwaiet_PlateArmor_Armor	5	1
111218	ChestArmor	勒塞尔皮制盔甲	Russell Leather Armor	Russell_Leather_Armor	5	1
111219	ChestArmor	卢德斯板金盔甲	Ludus Plate Armor	Ludus_PlateArmor_Armor	5	1
111228	ChestArmor	安图布拉板金盔甲	Antum Plate Armor	Antum_PlateArmor_Armor	5	1
111229	ChestArmor	恩图姆板金盔甲	Entom Plate Armor	Entom_PlateArmor_Armor	5	1
111230	ChestArmor	西坦卡板金盔甲	Sitanca Plate Armor	Sitanca_PlateArmor_Armor	5	1
111231	ChestArmor	马克曼板金盔甲	Markman Plate Armor	Markman_PlateArmor_Armor	5	1
111232	ChestArmor	坎图纳板金盔甲	Kantona Plate Armor	Kantuna_PlateArmor_Armor	5	1
111233	ChestArmor	卢金皮制盔甲	Lukin Leather Armor	Lukin_Leather_Armor	5	1
111236	ChestArmor	拉基安板金盔甲	Lachian Plate Armor	Lachian_PlateArmor_Armor	5	1
111237	ChestArmor	拉卡塔板金盔甲	Lacata Plate Armor	Lacata_PlateArmor_Armor	5	1
111238	ChestArmor	伊坎塔板金盔甲	Eccanta Plate Armor	Eccanta_PlateArmor_Armor	5	1
111239	ChestArmor	伊克拉温板金盔甲	Eclaon Plate Armor	Eclan_PlateArmor_Armor	5	1
111240	ChestArmor	伊克利斯板金盔甲	Egliss Plate Armor	Eclis_PlateArmor_Armor	5	1
111241	ChestArmor	伊克曼板金盔甲	Ekklemen Plate Armor	Eclman_PlateArmor_Armor	5	1
111242	ChestArmor	奥坦特板金盔甲	Ostent Plate Armor	Otant_PlateArmor_Armor	5	1
111243	ChestArmor	奥克里曼板金盔甲	Oakley Plate Armor	Oakleyman_PlateArmor_Armor	5	1
111246	ChestArmor	杜尼温板金盔甲	Dunion Plate Armor	Dunion_PlateArmor_Armor	5	1
111247	ChestArmor	马尼奥斯板金盔甲	Manios Plate Armor	Manios_PlateArmor_Armor	5	1
111249	ChestArmor	焦灼火焰板金盔甲	Scorchflame Plate Armor	Paphneil_PlateArmor_Armor	5	1
111252	ChestArmor	埃伦板金盔甲	Aeron Plate Armor	Eirun_PlateArmor_Armor	5	1
111253	ChestArmor	金色欲望板金盔甲	Golden Greed Plate Armor	Golden_PlateArmor_Armor	5	1
111254	ChestArmor	白银板金盔甲	Sliver Plate Armor	Silver_PlateArmor_Armor	5	1
111255	ChestArmor	萨哈扎德板金盔甲	Sahazhad Plate Armor	Sazahan_PlateArmor_Armor	5	1
111256	ChestArmor	杰伦米温板金盔甲	Jerrinmarne Plate Armor	Germion_PlateArmor_Armor	5	1
111257	ChestArmor	冰霜之翼板金盔甲	Icewing Plate Armor	Corvo_PlateArmor_Armor	5	1
111996	ChestArmor		Dev Red Dragon Yann Leather Armor	Dev_Red_Dragon_Yann_Leather_Armor	5	1
111997	ChestArmor		Dev Red Dragon Oongka Leather Armor	Dev_Red_Dragon_Oongka_Leather_Armor	5	1
111999	ChestArmor		Dev Red Dragon Kliff Leather Armor	Dev_Red_Dragon_Kliff_Leather_Armor	5	1
112034	ChestArmor	罗迪锁链盔甲	Lodi Chain Mail	Lodi_ChainMail_Armor	5	1
112035	ChestArmor	德里文锁链盔甲	Drivon Chain Mail	Drivon_ChainMail_Armor	5	1
112042	ChestArmor	雷丁锁链盔甲	Reddin Chain Mail	Redin_ChainMail_Armor	5	1
112065	ChestArmor	卡拉里锁链盔甲	Kallari Chain Mail	Kalrari_ChainMail_Armor	5	1
112066	ChestArmor	托蒙德锁链盔甲	Tormand Chain Mail	Tormand_ChainMail_Armor	5	1
112067	ChestArmor	哈塞茨锁链盔甲	Hasets Chain Mail	Hasets_ChainMail_Armor	5	1
112068	ChestArmor	基尔伊利锁链盔甲	Killi Chain Mail	Kililli_ChainMail_Armor	5	1
112069	ChestArmor	巴利顿锁链盔甲	Valton Chain Mail	Valliron_ChainMail_Armor	5	1
112073	ChestArmor	卢克纳温锁链盔甲	Lucnaon Chain Mail	Luknaon_ChainMail_Armor	5	1
112075	ChestArmor	卢克尼安锁链盔甲	Lucnian Chain Mail	Luknian_ChainMail_Armor	5	1
112077	ChestArmor	杜尼温锁链盔甲	Dunion Chain Mail	Dunion_ChainMail_Armor	5	1
112078	ChestArmor	龙焰盔甲	Dragon Flame Armor	Dragon_Knight_Commander_ChainMail_Armor	5	1
112079	ChestArmor	龙骑士战士板金盔甲	Dragon Knight Warrior's Plate Armor	Dragon_Knight_Warrior_PlateArmor_Armor	5	1
112080	ChestArmor	龙骑士锁链盔甲	Dragon Knight Chain Mail	Dragon_Knight_ChainMail_Armor	5	1
113008	ChestArmor	特威尔格皮制盔甲	Twell Leather Armor	Twelgh_Leather_Armor	5	1
113023	ChestArmor	黑翼皮制盔甲	Blackwing Leather Armor	Douglas_Leather_Armor	5	1
113029	ChestArmor	本尼皮制盔甲	Benne Leather Armor	Benne_Leather_Armor	5	1
113032	ChestArmor	索米埃皮制盔甲	Somier Leather Armor	Somieh_Leather_Armor	5	1
113034	ChestArmor	特拉莉锁链盔甲	Traley Chain Mail	Traley_ChainMail_Armor	5	1
113035	ChestArmor	安图布拉布制盔甲	Antumbra Cloth Armor	Dark_King_Fabric_Armor	5	1
113098	ChestArmor	野兽人皮制盔甲	Beastman Leather Armor	Beastman_Leather_Armor	5	1
113145	ChestArmor	哈兰布制盔甲	Harran Cloth Armor	Haran_Fabric_Armor	5	1
113424	ChestArmor	拜勒皮制盔甲	Vyer Leather Armor	Vyrer_Leather_Armor	5	1
113425	ChestArmor	德威皮制盔甲	Dewey Leather Armor	Dweyi_Leather_Armor	5	1
113426	ChestArmor	阿库斯皮制盔甲	Arqus Leather Armor	Arqus_Leather_Armor	5	1
113427	ChestArmor	德里马尔皮制盔甲	Dremel Leather Armor	Dirmall_Leather_Armor	5	1
113428	ChestArmor	迪利尔皮制盔甲	Dyrel Leather Armor	Dyrill_Leather_Armor	5	1
113429	ChestArmor	莫里皮制盔甲	Merly Leather Armor	Merly_Leather_Armor	5	1
113430	ChestArmor	特鲁迪皮制盔甲	Trudy Leather Armor	Trudy_Leather_Armor	5	1
113431	ChestArmor	德里班皮制盔甲	Dreban Leather Armor	Drheebahn_Leather_Armor	5	1
113432	ChestArmor	德利安皮制盔甲	Dellian Leather Armor	Dellian_Leather_Armor	5	1
113433	ChestArmor	库尼克斯皮制盔甲	Kenecks Leather Armor	Qunicks_Leather_Armor	5	1
113434	ChestArmor	比埃尔尼皮制盔甲	Vierni Leather Armor	Bierny_Leather_Armor	5	1
113435	ChestArmor	布洛特皮制盔甲	Blaine Leather Armor	Bloatte_Leather_Armor	5	1
113436	ChestArmor	塞顿皮制盔甲	Cyton Leather Armor	Cyton_Leather_Armor	5	1
113450	ChestArmor	瓦坎皮制盔甲	Wakhan Leather Armor	Wakhan_Leather_Armor	5	1
113451	ChestArmor	巴利安皮制盔甲	Valion Leather Armor	Valion_Leather_Armor	5	1
113452	ChestArmor	弗伦皮制盔甲	Plune Leather Armor	Plune_Leather_Armor	5	1
113453	ChestArmor	利特姆皮制盔甲	Rittem Leather Armor	Rhytem_Leather_Armor	5	1
113454	ChestArmor	莫克皮制盔甲	Mocke Leather Armor	Mocke_Leather_Armor	5	1
113455	ChestArmor	切温皮制盔甲	Chayten Leather Armor	Cheon_Leather_Armor	5	1
113456	ChestArmor	科拉特皮制盔甲	Colatte Leather Armor	Colatte_Leather_Armor	5	1
113457	ChestArmor	卡特姆皮制盔甲	Katerm Leather Armor	Katerm_Leather_Armor	5	1
113459	ChestArmor	森林精灵盔甲	Forest Fae Armor	Forest_Fairy_Leather_Armor	5	1
113460	ChestArmor	白色腥风皮制盔甲	White Bloodwind Leather Armor	Demian_Leather_Armor_III	5	1
113468	ChestArmor	潘塔佩布制盔甲	Pantafe Cloth Armor	Pantafe_Fabric_Armor	5	1
113469	ChestArmor	埃克本布制盔甲	Echebern Cloth Armor	Echebern_Fabric_Armor	5	1
113478	ChestArmor	自卫队布制盔甲	Militia Cloth Armor	Taorant_Fabric_Armor	5	1
113479	ChestArmor	皮兰塔布制盔甲	Pyrantha Cloth Armor	Pyrantha_Fabric_Armor	5	1
113480	ChestArmor	托伊雷斯布制盔甲	Torress Cloth Armor	Toireth_Fabric_Armor	5	1
113481	ChestArmor	阿兰达尔布制盔甲	Arandhal Cloth Armor	Arandhal_Fabric_Armor	5	1
113483	ChestArmor	托顿布制盔甲	Toudon Cloth Armor	Toudon_Fabric_Armor	5	1
113484	ChestArmor	切尔克皮制盔甲	Cherke Leather Armor	Cherke_Leather_Armor	5	1
113485	ChestArmor	布琳皮制盔甲	Blin Leather Armor	Bleann_Leather_Armor	5	1
113495	ChestArmor	登肯皮制盔甲	Dunqane Leather Armor	Duncan_Leather_Armor	5	1
113496	ChestArmor	埃利尔特皮制盔甲	Elliot Leather Armor	Elliot_Leather_Armor	5	1
113497	ChestArmor	柯斯伯特森皮制盔甲	Cuthbertson Leather Armor	Cuthbertson_Leather_Armor	5	1
113498	ChestArmor	布坎南布制盔甲	Buchanan Cloth Armor	Buchanan_Fabric_Armor	5	1
113499	ChestArmor	芬莱森皮制盔甲	Finneron Leather Armor	Finraysen_Leather_Armor	5	1
113500	ChestArmor	托伦斯皮制盔甲	Torrance Leather Armor	Torrance_Leather_Armor	5	1
113502	ChestArmor	奥哈拉皮制盔甲	Ohara Leather Armor	Oharah_Leather_Armor	5	1
113503	ChestArmor	科纳里布制盔甲	Conally Cloth Armor	Conally_Fabric_Armor	5	1
113506	ChestArmor	莱克兰布制盔甲	Rexlan Cloth Armor	Rekklann_Fabric_Armor	5	1
113508	ChestArmor	塔米登布制盔甲	Tarmiden Cloth Armor	Tarmiden_Fabric_Armor	5	1
113510	ChestArmor	塞丁皮制盔甲	Seiden Leather Armor	Seidin_Leather_Armor	5	1
113511	ChestArmor	索隆皮制盔甲	Soron Leather Armor	Soron_Leather_Armor	5	1
113512	ChestArmor	巴鲁宁皮制盔甲	Barunin Leather Armor	Varunin_Leather_Armor	5	1
113523	ChestArmor	盖奥尔克皮制盔甲	Gorg Leather Armor	Georg_Leather_Armor	5	1
